feature,feature_level,band,node_1,node_2,n_ADHD,n_Control,ADHD_mean_r,Control_mean_r,mean_difference_r,ADHD_median_r,Control_median_r,ADHD_mean_z,Control_mean_z,U_statistic,p_value,cohen_d_z,abs_cohen_d_z,rank_biserial,abs_rank_biserial,p_fdr_all,p_fdr_within_level,p_fdr_within_level_band,significant_uncorrected,significant_fdr_all,significant_fdr_within_level,significant_fdr_within_level_band,direction
P4_Cz_alpha_connectivity,channel,alpha,P4,Cz,61,60,0.15058713588160638,0.009583542634458193,0.1410035932471482,0.1525730749053881,-0.0129127876121552,0.1563730109286474,0.012148504191489351,2477.0,0.0008037622519506134,0.6091078258633063,0.6091078258633063,0.353551912568306,0.353551912568306,0.007863836086651947,0.00832989970203363,0.012500212001858947,True,True,True,True,ADHD > Control
P8_Pz_beta_connectivity,channel,beta,P8,Pz,61,60,-0.08417428650329707,0.0066757946131239905,-0.09085008111642107,-0.0515977353871949,0.0413304712068302,-0.08682348897660538,0.005256144542467737,1058.0,6.347547403191981e-05,-0.6048033462855835,0.6048033462855835,-0.4218579234972678,0.4218579234972678,0.0013516542117385276,0.0014472408079277716,0.0004341722423783315,True,True,True,True,Control > ADHD
C3_F8_beta_connectivity,channel,beta,C3,F8,61,60,-0.25564822917669944,-0.15916475431759367,-0.09648347485910577,-0.2516047893598028,-0.15422853109236534,-0.27081695728022154,-0.16516704175756217,1217.0,0.001497137475749322,-0.5914196906114083,0.5914196906114083,-0.33497267759562843,0.33497267759562843,0.011911291565302297,0.012488317480640687,0.004196893579559575,True,True,True,True,Control > ADHD
Fp1_C4_beta_connectivity,channel,beta,Fp1,C4,61,60,-0.2926769334278655,-0.1796171311183354,-0.11305980230953008,-0.2741323912797815,-0.15994860867748045,-0.31086885899814864,-0.19215922512825123,1173.0,0.0006656823356014586,-0.5901572233893515,0.5901572233893515,-0.3590163934426229,0.3590163934426229,0.007193343447394866,0.007717401992396572,0.002421950625273392,True,True,True,True,Control > ADHD
P3_Cz_alpha_connectivity,channel,alpha,P3,Cz,61,60,-0.0211656912370321,-0.1579591918519859,0.1367935006149538,-0.0013744413036624,-0.15870425506981845,-0.023701725212235642,-0.17150370397685374,2442.0,0.0015241073995513157,0.5872677037765022,0.5872677037765022,0.3344262295081968,0.3344262295081968,0.011994062579077744,0.012560113991483133,0.017374824354885,True,True,True,True,ADHD > Control
C3_F8_alpha_connectivity,channel,alpha,C3,F8,61,60,-0.3654131509685496,-0.26061408617464193,-0.10479906479390766,-0.3906025323693219,-0.27657634309798335,-0.39429539065195884,-0.27802660084751624,1192.0,0.0009503085147612065,-0.580771217745662,0.580771217745662,-0.3486338797814208,0.3486338797814208,0.00860029205858892,0.009027930890231461,0.012500212001858947,True,True,True,True,Control > ADHD
C4_F7_beta_connectivity,channel,beta,C4,F7,61,60,-0.29917367946424106,-0.21298256786406655,-0.08619111160017451,-0.2959072115023856,-0.2047090603991717,-0.317332498796006,-0.2222832459543042,1190.0,0.0009157512757865339,-0.5758303245378735,0.5758303245378735,-0.3497267759562842,0.3497267759562842,0.008392454729993046,0.00882216722025337,0.002899879039990691,True,True,True,True,Control > ADHD
C3_P3_theta_connectivity,channel,theta,C3,P3,61,60,0.4162269983629709,0.2404372441569362,0.17578975420603468,0.4188795770054522,0.206834447184029,0.4761427410820735,0.2817422463326584,2409.0,0.0027088534093981046,0.5742963382048468,0.5742963382048468,0.3163934426229509,0.3163934426229509,0.018787004971600674,0.01936259879544178,0.05146821477856399,True,True,True,False,ADHD > Control
P3_F8_alpha_connectivity,channel,alpha,P3,F8,61,60,-0.4590508102237745,-0.37189427143212545,-0.08715653879164903,-0.4554400117528023,-0.3671168286505015,-0.5100277735850411,-0.40440816395058315,1230.0,0.0018845687186658084,-0.5723398764179393,0.5723398764179393,-0.3278688524590164,0.3278688524590164,0.014066265487773663,0.01464823867690242,0.02014132818074083,True,True,True,True,Control > ADHD
Fp2_C3_alpha_connectivity,channel,alpha,Fp2,C3,61,60,-0.3124074522233266,-0.20382743709135567,-0.10858001513197094,-0.3516659159950244,-0.2497905669525855,-0.3334165535897808,-0.2148836337304122,1188.0,0.0008823616623269431,-0.5712625342929512,0.5712625342929512,-0.3508196721311475,0.3508196721311475,0.008296491474346841,0.008746889522197524,0.012500212001858947,True,True,True,True,Control > ADHD
P8_Cz_beta_connectivity,channel,beta,P8,Cz,61,60,0.0009429158562230642,-0.11633271913052814,0.11727563498675121,-0.0152788120644856,-0.1587282753679417,0.0017915654796833175,-0.11901394810589062,2501.0,0.0005091166659649402,0.5709706622628762,0.5709706622628762,0.3666666666666667,0.3666666666666667,0.0059451688090099465,0.0063315599912730745,0.0019346433306667728,True,True,True,True,ADHD > Control
frontal_central_alpha_connectivity,regional,alpha,frontal,central,61,60,-0.2140020607987985,-0.03426472247523418,-0.1797373383235643,-0.230031781279164,-0.0123599599816058,-0.23884937675797235,-0.04564085503328011,1198.0,0.0010613610075539265,-0.5686022542682091,0.5686022542682091,-0.34535519125683056,0.34535519125683056,0.009371041091085887,0.004717160033573006,0.0035378700251797552,True,True,True,True,Control > ADHD
F3_P7_beta_connectivity,channel,beta,F3,P7,61,60,-0.09601747525825673,-0.198105689900881,0.10208821464262428,-0.1133291007581647,-0.21648974717699748,-0.09835554180937002,-0.2096225337994853,2395.0,0.0034290658464499676,0.5654166293138507,0.5654166293138507,0.3087431693989071,0.3087431693989071,0.02216646136455158,0.022994912146782138,0.008032469311547184,True,True,True,True,ADHD > Control
P3_O2_beta_connectivity,channel,beta,P3,O2,61,60,-0.08782102844141985,0.007487295722290998,-0.09530832416371085,-0.0770970470768866,0.00935012560132395,-0.09058768484077223,0.006942799904354571,1236.0,0.002092773041649176,-0.5639416931781409,0.5639416931781409,-0.3245901639344262,0.3245901639344262,0.015151676821540033,0.015730294071297102,0.00542218469881832,True,True,True,True,Control > ADHD
P3_P8_alpha_connectivity,channel,alpha,P3,P8,61,60,-0.23736239274680754,-0.10962760654039062,-0.12773478620641693,-0.2278361411362503,-0.09399543198054565,-0.25084326932434,-0.11695879675053804,1252.0,0.0027553041379813786,-0.561850661335659,0.561850661335659,-0.3158469945355191,0.3158469945355191,0.018787004971600674,0.01936259879544178,0.02479773724183241,True,True,True,True,Control > ADHD
F3_P3_beta_connectivity,channel,beta,F3,P3,61,60,-0.06646952350278391,-0.19042475200545858,0.12395522850267467,-0.0707024189353239,-0.21431779853590244,-0.0668852862740485,-0.20543108012756997,2413.0,0.0025301184065948962,0.5598285376148814,0.5598285376148814,0.3185792349726777,0.3185792349726777,0.017784521615288398,0.01841064883096712,0.00627029344243083,True,True,True,True,ADHD > Control
P4_F8_beta_connectivity,channel,beta,P4,F8,61,60,-0.08518940175706988,-0.19959534671815374,0.11440594496108386,-0.1226722937224732,-0.22957553770675382,-0.08766597705174338,-0.20824333121612457,2452.0,0.0012734607409520275,0.5562492992165653,0.5562492992165653,0.3398907103825137,0.3398907103825137,0.010720762516851952,0.011312300607937491,0.0037545135638413227,True,True,True,True,ADHD > Control
O2_T8_beta_connectivity,channel,beta,O2,T8,61,60,0.050803817598055065,-0.06001736469239503,0.1108211822904501,0.0439063675420942,-0.09673722889218216,0.05364635936807215,-0.06090488721658295,2481.0,0.0007456156861714795,0.5548286263643432,0.5548286263643432,0.3557377049180328,0.3557377049180328,0.0076031796730725515,0.008095256021290348,0.00255000564670646,True,True,True,True,ADHD > Control
Fp1_Cz_beta_connectivity,channel,beta,Fp1,Cz,61,60,-0.26209134049795485,-0.15317441678302104,-0.1089169237149338,-0.2630085593867293,-0.14887567015954473,-0.276670225143752,-0.16284179315547817,1193.0,0.0009680365124661614,-0.5532958278115875,0.5532958278115875,-0.34808743169398904,0.34808743169398904,0.008652573271919763,0.0090703695140665,0.003009713520576611,True,True,True,True,Control > ADHD
C4_O2_alpha_connectivity,channel,alpha,C4,O2,61,60,0.03648283144218213,-0.12820126078512079,0.1646840922273029,0.0099735526465839,-0.1672785722542581,0.04014087915179286,-0.13250674515537733,2476.0,0.0008189423559851537,0.5527513077738835,0.5527513077738835,0.3530054644808742,0.3530054644808742,0.007905523543110016,0.008360545843191718,0.012500212001858947,True,True,True,True,ADHD > Control
C3_O1_alpha_connectivity,channel,alpha,C3,O1,61,60,-0.050258493784122275,-0.1764536173414446,0.12619512355732232,-0.0409144666230882,-0.1829133924635997,-0.05313352049249515,-0.1921182369461794,2367.0,0.005415016580789667,0.55160275706761,0.55160275706761,0.2934426229508196,0.2934426229508196,0.032400595078443964,0.03336821028162281,0.042089447059774236,True,True,True,True,ADHD > Control
O2_F7_beta_connectivity,channel,beta,O2,F7,61,60,-0.31625367183326203,-0.2449620900058669,-0.07129158182739512,-0.3039239876996155,-0.21735889336190367,-0.3350994166340854,-0.25463277460541617,1229.0,0.0018517777474446864,-0.5511867706542384,0.5511867706542384,-0.3284153005464481,0.3284153005464481,0.014066265487773663,0.01464823867690242,0.004947718668953772,True,True,True,True,Control > ADHD
C4_T7_beta_connectivity,channel,beta,C4,T7,61,60,-0.29105868953827035,-0.19048776559157632,-0.10057092394669404,-0.3356356830034741,-0.18697200377371714,-0.3113078050739344,-0.2005652562777204,1233.0,0.0019861681770019213,-0.5497347206840496,0.5497347206840496,-0.32622950819672136,0.32622950819672136,0.014673324083157052,0.015264483517632743,0.00522515012718967,True,True,True,True,Control > ADHD
Fp2_Fz_beta_connectivity,channel,beta,Fp2,Fz,61,60,0.03784286368431802,0.1586786578737013,-0.12083579418938328,0.0608629228515502,0.14339369388757345,0.038497396630603635,0.17346772888747308,1297.0,0.0057710683132913285,-0.5478606801368309,0.5478606801368309,-0.29125683060109286,0.29125683060109286,0.034247979170679684,0.035244738627600615,0.01298490370490549,True,True,True,True,Control > ADHD
Fp1_P3_beta_connectivity,channel,beta,Fp1,P3,61,60,-0.1194833849701913,-0.23004136491396923,0.11055797994377793,-0.1358599487885048,-0.2726661107893873,-0.12180675123820109,-0.2452365004121178,2416.0,0.002403219177105914,0.5433934318264815,0.5433934318264815,0.32021857923497277,0.32021857923497277,0.017058143962987077,0.01767528943161769,0.006043389401251637,True,True,True,True,ADHD > Control
F3_C3_theta_connectivity,channel,theta,F3,C3,61,60,0.3481021042511879,0.49921531673148506,-0.15111321248029713,0.3903714404132655,0.5130324127578051,0.4156084531300897,0.6430859625821356,1287.0,0.004918042204543979,-0.5394806350442196,0.5394806350442196,-0.2967213114754098,0.2967213114754098,0.030175106407541025,0.031147600628778537,0.0723745770843794,True,True,True,False,Control > ADHD
Cz_Pz_theta_connectivity,channel,theta,Cz,Pz,61,60,0.028148336769239293,-0.12964673237954455,0.15779506914878383,0.0330944721421354,-0.12499339233545326,0.048777716990625414,-0.14354621617907357,2430.0,0.0018845687186658084,0.5373948026233633,0.5373948026233633,0.3278688524590163,0.3278688524590163,0.014066265487773663,0.01464823867690242,0.04028265636148166,True,True,True,True,ADHD > Control
O2_Pz_beta_connectivity,channel,beta,O2,Pz,61,60,0.046244476720469996,0.13444734493562224,-0.08820286821515225,0.0758429589156824,0.15273665254253946,0.046587173507504666,0.14049565348358642,1265.0,0.0034290658464499676,-0.5367982090362725,0.5367982090362725,-0.3087431693989071,0.3087431693989071,0.02216646136455158,0.022994912146782138,0.008032469311547184,True,True,True,True,Control > ADHD
C4_P4_alpha_connectivity,channel,alpha,C4,P4,61,60,0.4052698369359028,0.20054683596051107,0.20472300097539173,0.4567516133484934,0.1609520949468343,0.4872892203035243,0.25560694622697877,2480.0,0.0007597743551823789,0.5367319336571643,0.5367319336571643,0.35519125683060104,0.35519125683060104,0.00763995323822281,0.008120088421011674,0.012500212001858947,True,True,True,True,ADHD > Control
F4_Cz_delta_connectivity,channel,delta,F4,Cz,61,60,0.3407422341369268,0.5363584959046871,-0.1956162617677603,0.3360976310545854,0.5737713169605327,0.44050176828289356,0.7159843513161764,1273.0,0.003915002571969002,-0.533284648417937,0.533284648417937,-0.3043715846994536,0.3043715846994536,0.02484039612015328,0.02568196067128951,0.340285978894586,True,True,True,False,Control > ADHD
F4_P7_theta_connectivity,channel,theta,F4,P7,61,60,-0.4591892760665691,-0.5379595287292572,0.07877025266268811,-0.436759630753388,-0.5517608590795549,-0.5145857475238078,-0.624336982622957,2457.0,0.0011629498880964505,0.5322308890228667,0.5322308890228667,0.3426229508196721,0.3426229508196721,0.010023520464069407,0.01060610297943963,0.03314407181074884,True,True,True,True,ADHD > Control
F4_C4_alpha_connectivity,channel,alpha,F4,C4,61,60,0.23224379542884133,0.37813443992823276,-0.14589064449939143,0.2314876625668028,0.406259839774774,0.2607619727157893,0.48467491155462855,1315.0,0.007648619424209873,-0.5287402584672665,0.5287402584672665,-0.2814207650273224,0.2814207650273224,0.043949210024824985,0.04549265814051785,0.052804839968310494,True,True,True,False,Control > ADHD
P4_T7_beta_connectivity,channel,beta,P4,T7,61,60,-0.27465637713456525,-0.18374586162223977,-0.09091051551232548,-0.2865041031992912,-0.16781164810280935,-0.2911017592672208,-0.19212997064699772,1253.0,0.0028024814046034158,-0.5265540300327364,0.5265540300327364,-0.31530054644808747,0.31530054644808747,0.018787004971600674,0.01936259879544178,0.006749638312495551,True,True,True,True,Control > ADHD
F8_P8_beta_connectivity,channel,beta,F8,P8,61,60,0.02449528692837299,-0.07137418729292931,0.0958694742213023,-0.0069306551320909,-0.0876688740016199,0.026869508889649608,-0.07128479178309675,2471.0,0.0008989127881140897,0.5253778019840453,0.5253778019840453,0.35027322404371586,0.35027322404371586,0.008343754597366679,0.008783662101000534,0.002899879039990691,True,True,True,True,ADHD > Control
F3_F8_beta_connectivity,channel,beta,F3,F8,61,60,-0.17926963431382328,-0.10423053246396682,-0.07503910184985646,-0.1806045563332781,-0.0874423927203582,-0.186450982634541,-0.10693360214805439,1221.0,0.0016077251465252428,-0.5244818058954096,0.5244818058954096,-0.3327868852459016,0.3327868852459016,0.01251605382886318,0.013091476193134121,0.0044342096783196215,True,True,True,True,Control > ADHD
O1_Pz_beta_connectivity,channel,beta,O1,Pz,61,60,0.38996817307158443,0.29076705118273377,0.09920112188885066,0.3960240620741976,0.2665962193510675,0.4213117608727112,0.3169241898595194,2568.0,0.00013170650955570922,0.5212290476962372,0.5212290476962372,0.40327868852459026,0.40327868852459026,0.0021671707481439426,0.0023707171720027662,0.0007038066604383212,True,True,True,True,ADHD > Control
F3_C3_alpha_connectivity,channel,alpha,F3,C3,61,60,0.2689833882475984,0.4243385057753569,-0.15535511752775855,0.2695741064468322,0.4788798588646528,0.3179337661025095,0.5536980202759643,1334.0,0.010208002436081127,-0.5203640565356663,0.5203640565356663,-0.27103825136612025,0.27103825136612025,0.0527899554551624,0.054549013017808526,0.06019201436447837,True,False,False,False,Control > ADHD
P4_P7_beta_connectivity,channel,beta,P4,P7,61,60,-0.1592358445412116,-0.07888954223313216,-0.08034630230807943,-0.1531922537274156,-0.0639106545646987,-0.16391585176528659,-0.08266429774363146,1215.0,0.0014445120624107081,-0.5166985598706874,0.5166985598706874,-0.33606557377049184,0.33606557377049184,0.0118843946952881,0.012488317480640687,0.004116859377870518,True,True,True,True,Control > ADHD
F3_Cz_theta_connectivity,channel,theta,F3,Cz,61,60,-0.13565901756644083,0.00012818219222837727,-0.1357871997586692,-0.1398671882391551,-0.0435085989429234,-0.14271206152827215,0.00533954020716931,1415.0,0.031650765724794756,-0.5116868938154563,0.5116868938154563,-0.22677595628415304,0.22677595628415304,0.11966222234697815,0.12321294196221531,0.2344476130690799,True,False,False,False,Control > ADHD
T7_T8_beta_connectivity,channel,beta,T7,T8,61,60,-0.2327429108647999,-0.14789678976011303,-0.08484612110468687,-0.2289557111878511,-0.11992046317240976,-0.2457654036496442,-0.15385523312460775,1206.0,0.0012281418240008776,-0.5102958738595272,0.5102958738595272,-0.34098360655737703,0.34098360655737703,0.010460878595019239,0.011053276416007899,0.003684425472002633,True,True,True,True,Control > ADHD
Cz_Pz_alpha_connectivity,channel,alpha,Cz,Pz,61,60,0.07764981596649878,-0.06490891067378464,0.1425587266402834,0.111308826202619,-0.06938368502150624,0.08852120982323299,-0.06937474847394484,2408.0,0.0027553041379813786,0.5088721696319848,0.5088721696319848,0.3158469945355191,0.3158469945355191,0.018787004971600674,0.01936259879544178,0.02479773724183241,True,True,True,True,ADHD > Control
central_parietal_delta_connectivity,regional,delta,central,parietal,61,60,-0.10959719986831058,-0.2570740231321594,0.1474768232638488,-0.118106652626798,-0.2714495821349796,-0.12214620635119636,-0.28668870133939245,2351.0,0.006969373637406005,0.5045535714377585,0.5045535714377585,0.2846994535519125,0.2846994535519125,0.040692149302273765,0.02534317686329456,0.06969373637406004,True,True,True,False,ADHD > Control
F8_Pz_beta_connectivity,channel,beta,F8,Pz,61,60,-0.3661188598934948,-0.3002276567520608,-0.06589120314143398,-0.363976995924253,-0.2964083480625377,-0.39035701165244396,-0.31662970235810295,1322.0,0.008515625012584545,-0.5029540040670893,0.5029540040670893,-0.2775956284153005,0.2775956284153005,0.04635573315121211,0.0477433402344904,0.0184325554069868,True,True,True,True,Control > ADHD
